Card Type Full Name,Issuing Bank,Card Number,Card Holder's Name,CVV/CVV2,Issue Date,Expiry Date,Billing Date,Card PIN,Credit Limit
Japan Credit Bureau,JCB,3534400148977771,Heather Santos,933,10/2011,10/2020,24,0522,65900
Discover,Discover,6011067374133265,Cleveland K Camargo,188,08/2013,08/2024,4,3998,60500
Discover,Discover,6011066539047501,Edwin G Velez,860,04/2007,04/2021,20,5107,118900
Discover,Discover,6011687068789450,Consuela Paschall,331,04/2015,04/2035,1,1542,137800
Visa,Citibank,4385387783135898,Joseph A Wolfe,737,12/2009,12/2020,14,9825,57400
Visa,Bank of America,4908464598210568,Leopoldo P Adler,388,01/2008,01/2022,11,1588,24900
Discover,Discover,6557240252301524,Ricardo R Lowery,005,06/2015,06/2035,25,8335,76700
Japan Credit Bureau,JCB,3540791375433567,Ray I Bellows,013,03/2013,03/2015,1,6362,188500
Visa,Bank of America,4214158250023918,Sue X Estrada,651,08/2009,08/2015,5,4350,179900
American Express,Bank of America,373387206404626,Gema H Muhammad,4842,09/2009,09/2021,16,3553,21500
Discover,Discover,6011332621480970,Oscar Knowles,301,11/2011,11/2019,2,8323,182300
Master Card,U.S. Bancorp,5281188356026361,Mina H Benavidez,021,06/2016,06/2029,21,1255,13700
Discover,Discover,6011213972030079,Herbert Dunlap,663,11/2007,11/2024,15,7606,136200
Diners Club International,Diners Club,30378867161485,Brigitte Ranson,403,06/2011,06/2023,8,2490,193900
Diners Club International,Diners Club,30232224754179,Howard Espinoza,040,12/2015,12/2025,17,7901,159100
Japan Credit Bureau,JCB,3574826398936946,Brianne H Asbury,684,06/2007,06/2019,6,5853,169600
Discover,Discover,6011287267904701,Steven D Holder,631,03/2009,03/2029,7,6314,27700
Diners Club International,Diners Club,30298439011390,Drema Bohannan,166,07/2010,07/2021,7,1359,59300
American Express,U.S. Bancorp,349461427184290,Donna H Carey,3549,04/2010,04/2021,22,8816,89400
Japan Credit Bureau,JCB,3530919569050234,Xenia C Danford,275,02/2010,02/2011,16,3043,136000
Diners Club International,Diners Club,30000701555694,Debra X Farmer,265,01/2007,01/2016,18,7440,144200
Diners Club International,Diners Club,36775830959966,Tanika Hashimoto,691,02/2012,02/2019,24,2387,91400
American Express,American Express,346153701785222,Antonio U Orr,6092,03/2008,03/2026,22,5010,37200
Japan Credit Bureau,JCB,3563871007231688,Bernardo Colquitt,965,07/2011,07/2030,10,9121,17900
Master Card,Citibank,5362067702682345,Pauline D Barber,294,02/2017,02/2035,26,7725,39400
Diners Club International,Diners Club,30046576271099,Beau C Schweitzer,247,07/2011,07/2027,3,8476,119500
Japan Credit Bureau,JCB,3561557171809944,Janet Parrish,573,08/2009,08/2013,23,8406,98500
Japan Credit Bureau,JCB,3562835024683834,Delmar A Cavin,292,07/2010,07/2011,4,6444,14200
Diners Club International,Diners Club,30930901835308,Geraldine Q Freeman,461,01/2008,01/2012,9,5719,126700
Master Card,Citibank,5136315754161006,Morgan S Flemming,901,12/2010,12/2022,27,7106,56400
Japan Credit Bureau,JCB,3568289342995708,Teresa Q Castaneda,398,08/2016,08/2024,12,7186,119500
Discover,Discover,6226126331482032,Coralee T Lewin,199,05/2014,05/2033,7,8593,123600
American Express,American Express,377643021854080,Jerome E Guy,5904,09/2017,09/2025,17,6305,89500
Discover,Discover,6011448111024340,Ling K Huertas,965,05/2015,05/2029,17,6745,103100
Japan Credit Bureau,JCB,3536999224729657,Tony A Camacho,612,07/2009,07/2020,6,6573,31700
Master Card,Chase,5208145001476110,Everette P Ricker,140,07/2012,07/2024,25,8025,87800
Master Card,Capital One,5329305239996701,Theodore Roman,883,11/2014,11/2027,25,7740,191400
American Express,American Express,379564924308883,Edmond B Hunnicutt,7956,10/2013,10/2028,10,5753,50800
Diners Club International,Diners Club,30307051529322,Yvonne H Dillon,971,07/2011,07/2015,20,2110,45300
Visa,Chase,4626767145382529,Cynthia D Liles,717,09/2015,09/2033,16,6228,143500
Discover,Discover,6011787185889546,Alex O Roth,922,07/2015,07/2035,16,1179,162400
Master Card,Chase,5445898293230768,Mitchel K Angel,844,08/2010,08/2011,11,3788,151600
American Express,USAA,343726595857349,Leslie U Solis,8384,01/2012,01/2027,15,5448,129500
Diners Club International,Diners Club,36512242740621,Julio Heiser,830,06/2009,06/2024,15,6383,110000
Diners Club International,Diners Club,30987780966232,Sally O Mays,330,09/2017,09/2027,20,2709,33300
Diners Club International,Diners Club,30271306874026,Deshawn Buckner,376,03/2010,03/2018,4,5715,134500
Japan Credit Bureau,JCB,3559065661829541,Sue Joseph,900,09/2008,09/2010,20,2619,110300
Discover,Discover,6011116541475305,Ronald G Bancroft,839,10/2012,10/2015,18,8514,46100
Visa,Chase,4166676638087543,Sam T Cline,610,02/2015,02/2022,15,7880,67600
Master Card,USAA,5412043122407092,Virgen H Orndorff,354,01/2017,01/2029,20,8009,171800
Japan Credit Bureau,JCB,3541329439416754,Hector Knowles,342,05/2016,05/2036,13,4823,196100
Visa,Citibank,4242173016292828,Wilbert H Frazer,342,09/2011,09/2021,13,7149,193300
Visa,Bank of America,4576969768770259,Troy M Gordon,975,01/2013,01/2032,1,8735,170100
Visa,Capital One,4122314326777570,Sherita B Dilley,427,09/2009,09/2025,12,7662,180300
Discover,Discover,6525157222991110,Antonio Bray,955,10/2011,10/2028,26,1707,30700
American Express,U.S. Bancorp,376671462845110,Abram Q Vidrine,9368,11/2014,11/2026,18,1473,16700
Master Card,Chase,5321381537343928,Wanda R Keller,037,01/2012,01/2019,6,3345,104200
Visa,Cabela’s WFB,4214131322376051,Nilsa T Biddle,922,06/2008,06/2019,27,3591,121300
Diners Club International,Diners Club,30014952228182,Lorraine Battle,193,08/2016,08/2026,9,7144,74100
Discover,Discover,6011505418902583,Bryant Q Horan,876,09/2015,09/2019,12,7985,144300
Visa,Bank of America,4473203033816489,Arthur D Harrington,507,07/2011,07/2023,4,7835,136200
Master Card,Chase,5480892197874157,Merle Bousquet,700,07/2009,07/2019,15,0543,158800
Visa,GE Capital,4464726465069384,Thelma G Conley,333,10/2016,10/2031,14,7521,179600
American Express,American Express,374791179486982,Boris H Leggett,8872,08/2016,08/2023,12,5656,172400
Visa,PNC,4138627624650633,Evelyn Jackson,777,10/2007,10/2024,20,0919,16300
Japan Credit Bureau,JCB,3528262746306128,Kristan L Trottier,852,10/2010,10/2030,7,5501,103000
Diners Club International,Diners Club,30425426973551,Erin Baldwin,248,08/2008,08/2018,11,2513,120000
American Express,U.S. Bancorp,346649571049664,Piedad P Lowell,7641,10/2011,10/2028,25,3582,129200
Diners Club International,Diners Club,36152561316297,Anthony G Munoz,595,03/2011,03/2019,5,0931,98800
Discover,Discover,6011572077939306,Michal V Province,093,12/2009,12/2021,24,6590,43800
Visa,Barclays,4555136730944793,Norma R Carter,592,09/2007,09/2027,1,8369,160500
Diners Club International,Diners Club,30058066948615,Keven Q Kimberlin,525,09/2013,09/2032,22,1145,86600
Japan Credit Bureau,JCB,3587974946165850,Nicholas O Schwartz,897,12/2017,12/2018,6,5355,37900
Japan Credit Bureau,JCB,3578141232342319,Jeniffer Monahan,332,11/2012,11/2025,21,4485,80100
Visa,Barclays,4896190810566537,Herman D Walsh,072,01/2007,01/2011,18,3689,158700
Master Card,Chase,5428153209238849,Garrett G Borrero,368,03/2010,03/2030,17,0664,198200
Diners Club International,Diners Club,30244399607678,Grace T Harris,265,05/2015,05/2027,9,2854,192500
Visa,Chase,4583995397175900,Chad M Mathes,525,09/2009,09/2020,2,6316,97100
American Express,American Express,341316285420160,Joshua L Frederick,4682,10/2013,10/2023,27,7711,43100
Master Card,Bank of America,5389608511550220,Chong L Pelham,205,02/2009,02/2011,28,2555,25000
Discover,Discover,6011349440102031,Julia Reese,862,02/2010,02/2011,6,7807,37500
Visa,Chase,4248597230803446,Matt G Teixeira,417,12/2013,12/2032,8,2073,161600
Japan Credit Bureau,JCB,3529655931548330,Nancy U Barber,227,11/2013,11/2031,1,1087,148700
Visa,Chase,4009449222015788,Duane S Coffee,677,04/2017,04/2036,2,2986,190500
Diners Club International,Diners Club,30362576471120,Margaret O Mccormick,609,06/2007,06/2010,16,7337,43700
Master Card,Wells Fargo,5120093030633290,Mickie Ware,208,09/2017,09/2025,21,3515,13400
Visa,Chase,4769669643871580,Mildred D Gomez,605,03/2011,03/2012,27,9167,78800
Discover,Discover,6589586848768911,Oren Y Orton,579,11/2007,11/2008,12,4033,89800
Japan Credit Bureau,JCB,3549101754590006,Michelle H Mendez,461,11/2012,11/2019,6,0842,183800
American Express,American Express,341158231945282,Delbert York,4249,12/2007,12/2027,23,5573,126600
Diners Club International,Diners Club,30332175957340,Anna V Woodard,822,06/2017,06/2033,3,7779,87000
Discover,Discover,6011014742190908,Allena C Souza,349,02/2014,02/2019,2,6335,19800
Visa,Chase,4991472037600636,Darlene Munoz,491,05/2014,05/2033,4,2024,196900
Master Card,Barclays,5204683899065318,Sonya E Dimaggio,962,06/2013,06/2024,25,0261,155400
Diners Club International,Diners Club,30334093425988,Jorge S Marquez,392,08/2009,08/2028,16,1511,34300
Visa,Chase,4389483210384690,Nathanael B Cade,876,07/2010,07/2013,26,4253,124600
Japan Credit Bureau,JCB,3539380041500943,Hazel Hensley,642,11/2013,11/2020,6,3427,90100
Discover,Discover,6225320613284510,Claud G Pine,597,05/2012,05/2028,28,3077,89900
Master Card,Citibank,5464749001500487,Bobby L George,891,06/2016,06/2021,17,4491,104600
Diners Club International,Diners Club,30464670480427,Abdul Sessions,733,12/2017,12/2024,4,3527,149100
Discover,Discover,6227854066902598,Alma Chambers,299,02/2014,02/2028,24,3461,118300
Diners Club International,Diners Club,30095715376970,Marjorie O Abeyta,264,07/2015,07/2034,10,1912,128500
American Express,American Express,376945537532071,Lillian T Galloway,6525,06/2007,06/2019,20,3672,47800
Master Card,U.S. Bancorp,5438267237466012,Rudolf R Amaya,212,07/2007,07/2013,9,1426,190200
Master Card,U.S. Bancorp,5410039142231811,Douglas N Wells,864,09/2014,09/2030,3,5938,49800
Visa,GE Capital,4223765033622268,Daphine H Luster,181,02/2017,02/2030,15,8456,26800
American Express,Bank of America,348606912078768,Kristen S Mercado,6316,01/2017,01/2027,19,4608,180600
American Express,American Express,376041989550629,Ronnie M Funkhouser,2446,09/2013,09/2014,3,9411,165300
Diners Club International,Diners Club,30904406207446,Luis M Guthrie,684,12/2017,12/2021,23,2103,191800
Visa,Chase,4269071614584224,Doyle L Vergara,282,01/2016,01/2032,13,2105,16300
American Express,American Express,379015724402384,Harry G Chaney,3547,08/2016,08/2033,2,9739,153700
Discover,Discover,6011226705746191,Bob W Farris,710,09/2008,09/2018,28,8288,88700
Diners Club International,Diners Club,30335972210185,Adam O Peters,339,12/2015,12/2024,8,5160,181000
Master Card,Bank of America,5340806763342563,Courtney X Owens,765,11/2010,11/2030,25,6364,58100
American Express,USAA,347810597205545,Deborah X Moore,7764,09/2015,09/2034,19,9170,48000
Visa,Chase,4999548540565093,Jesus A Archuleta,610,09/2011,09/2029,14,5867,14700
Master Card,USAA,5477898239577331,Evelyn Mosley,416,08/2015,08/2032,23,7309,103500
Master Card,Citibank,5187142625299536,Jeffrey Neri,695,03/2012,03/2032,8,7759,95700
American Express,American Express,349799168061494,Annette Carter,9763,12/2014,12/2026,19,3954,187200
American Express,American Express,345875602536426,Brett Orellana,8374,12/2013,12/2020,10,7112,29300
Visa,USAA,4248278421957446,Catherine O Campos,812,05/2007,05/2013,1,9278,141500
Japan Credit Bureau,JCB,3534635162201810,Linette Howerton,380,11/2010,11/2023,15,7236,164900
Visa,Chase,4898762634440129,Warren J Martinez,956,04/2013,04/2029,14,1873,48200
Master Card,Bank of America,5379136871739698,Quyen W Bowlin,172,08/2011,08/2028,6,6806,98000
Visa,Chase,4293565384671483,Roberta Ware,491,10/2012,10/2017,23,2348,77000
Japan Credit Bureau,JCB,3588314649645693,Lanora T Quick,932,10/2017,10/2031,11,4074,170900
Master Card,Bank of America,5319779215957220,Marilyn Hobbs,112,06/2014,06/2019,11,5717,69600
American Express,American Express,375303222251550,Dreama Caudell,0475,07/2017,07/2026,10,4699,152700
Japan Credit Bureau,JCB,3556150405850491,Mark C Bird,870,07/2010,07/2016,4,2889,174200
Diners Club International,Diners Club,39296320809568,Yadira Catlett,215,09/2012,09/2019,20,2287,93600
Master Card,Bank of America,5154894547988252,Andrew Q Cherry,421,02/2012,02/2022,2,4069,86400
Visa,First National,4752494138967812,Daniel V Ortega,056,10/2014,10/2027,23,3171,34600
Master Card,GE Capital,5360897022012357,Justin X Hall,671,10/2016,10/2028,15,9391,18000
Japan Credit Bureau,JCB,3543473486534891,Reiko H Parada,404,08/2017,08/2031,7,9531,49500
Master Card,Bank of America,5240449996656565,Jamie M Vaughan,807,04/2009,04/2013,13,4584,93600
Visa,Citibank,4741620148398317,Alva W Corum,658,08/2008,08/2009,23,7382,56200
Japan Credit Bureau,JCB,3589739077880553,Lori Blair,475,04/2014,04/2030,9,1994,61600
American Express,American Express,371385803384128,Qiana D Tejada,5087,12/2016,12/2025,19,8514,21600
Master Card,Citibank,5408321340188892,Joseph F Gates,428,12/2012,12/2020,27,9768,106300
Diners Club International,Diners Club,30099119814354,Shandi T Dunlop,954,10/2012,10/2020,5,7935,88800
Diners Club International,Diners Club,30957107179975,Jason Hart,464,10/2014,10/2019,23,4518,179900
Japan Credit Bureau,JCB,3547463747627234,Nadine W Mcadoo,063,04/2016,04/2017,19,0894,16900
Visa,Barclays,4130651604714191,Curtis U Kelley,311,11/2011,11/2019,23,5265,67800
Japan Credit Bureau,JCB,3532323588683968,Carmelina Wert,705,01/2010,01/2020,8,6026,29200
Visa,Capital One,4489615790429754,Robin J Shepard,139,03/2016,03/2018,22,8998,171400
Visa,Chase,4910352950842779,Tracey J Antonio,202,05/2013,05/2033,13,3695,81300
Visa,Wells Fargo,4105490798659818,Eva S Shepard,237,09/2011,09/2028,22,0634,185100
Master Card,USAA,5125838859772446,Shea Allain,972,09/2010,09/2029,27,1103,123400
Discover,Discover,6486350705410248,Dana J Lucas,245,08/2017,08/2020,8,2714,117900
Japan Credit Bureau,JCB,3589641275389603,Debra P Held,642,03/2012,03/2020,11,8206,171700
Visa,USAA,4959698080989266,Rita A Finley,909,06/2016,06/2032,25,2631,171800
Visa,Chase,4481536938879643,Leigh J Burrell,280,05/2009,05/2021,3,1025,197500
Visa,Chase,4393487303898221,Randall Henry,342,02/2015,02/2029,18,7717,30700
Japan Credit Bureau,JCB,3530378974831045,Alexis D Almaraz,582,08/2009,08/2023,2,1391,75900
Master Card,Chase,5145194619079219,Kathy E Cook,262,01/2015,01/2019,20,0989,58600
Japan Credit Bureau,JCB,3533041257760425,Tasia A Groom,865,02/2012,02/2024,1,4712,76000
Discover,Discover,6011105237050225,Gerald O May,912,02/2007,02/2017,20,2870,115100
American Express,American Express,373677517949941,Odell U Lovett,0457,07/2007,07/2022,13,9793,140100
Japan Credit Bureau,JCB,3560959816116498,Randy U Shields,847,11/2016,11/2033,22,6704,101400
Discover,Discover,6011627852412711,Kristopher S Fee,408,10/2017,10/2025,10,7306,48600
Master Card,Citibank,5366335295104068,Lawrence N Nolan,567,09/2008,09/2012,14,8370,131800
Diners Club International,Diners Club,36058652969243,Wilbur Osullivan,243,07/2012,07/2015,9,5942,143800
American Express,American Express,345057800893822,Robin T Farmer,4740,07/2008,07/2028,3,2810,166500
Visa,Barclays,4963357862496594,Alton Gayton,483,02/2007,02/2014,3,7828,53100
Visa,Barclays,4544410264683695,Paul Bonner,089,06/2010,06/2011,19,2785,136600
Master Card,Bank of America,5265682900793112,Lanette Langlois,504,06/2012,06/2026,27,7261,121600
Master Card,Capital One,5214615860451471,Lee J Rowe,677,09/2007,09/2008,2,7666,113600
Japan Credit Bureau,JCB,3539494558084447,Jeffrey E Land,923,04/2015,04/2022,27,9328,47000
Visa,Chase,4856762547030074,Louis V Thomas,603,09/2016,09/2026,24,2582,126700
Japan Credit Bureau,JCB,3564623053214558,Aurelio G Huston,672,01/2012,01/2019,2,7470,93900
Diners Club International,Diners Club,30155265531083,Kelly F Mendoza,933,09/2014,09/2025,20,0731,36600
Master Card,Chase,5246210856952518,Margarite Boozer,616,03/2012,03/2026,1,1550,45600
Diners Club International,Diners Club,39587702140790,Valerie Q Chandler,555,02/2010,02/2023,22,4162,115000
Master Card,USAA,5150388666220963,Tamica F Richardson,718,08/2007,08/2009,5,0497,33500
American Express,U.S. Bancorp,373692537947973,Rebecca H Chan,7794,11/2017,11/2024,1,0853,171400
Diners Club International,Diners Club,30993445232903,Roger G Trainor,747,05/2014,05/2017,13,6080,18700
American Express,American Express,343111940571640,Stacy Payne,3461,10/2011,10/2019,21,8387,62200
Master Card,Chase,5356106455138630,Rossie T Brink,423,02/2011,02/2018,24,6878,70800
Visa,Wells Fargo,4515148997202699,Stanley T Ayala,264,01/2013,01/2020,16,7042,90800
American Express,American Express,378473799282739,Kenton Navarrete,3867,02/2017,02/2032,17,4008,23500
Japan Credit Bureau,JCB,3557444293788791,Tony J Duke,722,10/2008,10/2027,14,7612,45200
Discover,Discover,6011945888684834,Lindsay Hargett,122,12/2014,12/2023,14,2670,176200
Visa,GE Capital,4544033909045318,Jeffery R Moss,812,04/2012,04/2028,10,1759,38600
Visa,Chase,4591817552321956,Kristofer Garton,998,07/2016,07/2035,10,6082,196500
Japan Credit Bureau,JCB,3537687306866575,Herman W Chavez,632,12/2014,12/2015,3,5221,95000
Master Card,Chase,5463181137591803,Kevin L Blodgett,285,10/2017,10/2028,9,0852,79400
Discover,Discover,6011579508923783,Michael F Jenkins,490,07/2014,07/2030,3,6690,29200
Visa,Chase,4011337537881315,Dorinda Klinger,433,06/2012,06/2014,20,5364,31000
Diners Club International,Diners Club,30467650444537,David T Hamilton,790,06/2014,06/2026,11,7652,79500
Diners Club International,Diners Club,39368063275370,Enriqueta Hoffman,267,12/2014,12/2025,15,5232,187700
Master Card,Bank of America,5191511888470261,Wayne B Albert,005,04/2009,04/2028,14,1033,135800
Diners Club International,Diners Club,36259907211346,Vicente U Sealey,497,10/2007,10/2008,18,2386,174800
Master Card,Capital One,5233862482602233,Luis P Terry,353,11/2017,11/2028,9,8931,16600
Discover,Discover,6011409230649821,Bok Munsey,786,05/2014,05/2022,21,6856,80000
American Express,American Express,379811237583441,Lloyd N Nash,4523,09/2016,09/2025,27,2276,65700
Discover,Discover,6011868598440935,Victor L Seda,083,11/2011,11/2013,3,2809,91700
